AAPL,NVDA,MSFT
54.34000015258789,5.884500026702881,107.5999984741211
55.537498474121094,6.145750045776367,111.0
55.29750061035156,6.076499938964844,110.70999908447266
54.005001068115234,5.988249778747559,108.5
54.82749938964844,5.729249954223633,108.66000366210938
55.162498474121094,5.7804999351501465,109.62999725341797
55.682498931884766,5.526500225067139,108.0999984741211
53.772499084472656,4.985249996185303,102.31999969482422
54.95000076293945,5.196000099182129,108.30000305175781
54.07500076293945,4.957250118255615,106.95999908447266
53.060001373291016,4.640500068664551,103.8499984741211
53.32500076293945,5.074999809265137,103.7300033569336
54.71500015258789,5.270750045776367,106.80999755859375
55.55500030517578,5.452750205993652,105.91999816894531
51.869998931884766,5.373000144958496,106.16000366210938
50.397499084472656,5.294250011444092,107.51000213623047
50.942501068115234,5.276500225067139,107.72000122070312
52.48749923706055,5.344749927520752,111.95999908447266
52.122501373291016,5.149750232696533,111.75
51.11750030517578,5.141749858856201,109.56999969482422
48.54249954223633,4.738500118255615,106.87000274658203
48.057498931884766,4.982749938964844,106.94000244140625
46.70000076293945,4.929749965667725,104.97000122070312
47.852500915527344,5.059750080108643,107.27999877929688
48.38249969482422,4.110750198364258,108.29000091552734
46.46500015258789,3.617500066757202,104.62000274658203
44.244998931884766,3.7269999980926514,101.70999908447266
44.19499969482422,3.6177499294281006,103.11000061035156
43.0724983215332,3.625,103.06999969482422
43.654998779296875,3.8262500762939453,106.47000122070312
43.560001373291016,3.843250036239624,107.13999938964844
45.23500061035156,4.0017499923706055,111.12000274658203
44.88750076293945,3.934000015258789,110.19000244140625
44.64500045776367,4.085750102996826,110.88999938964844
46.20500183105469,4.250999927520752,112.08999633789062
44.17250061035156,3.9277501106262207,108.5199966430664
43.68000030517578,3.9572501182556152,109.19000244140625
42.122501373291016,3.6902499198913574,104.81999969482422
42.400001525878906,3.7964999675750732,107.58999633789062
42.157501220703125,3.7047500610351562,108.58999633789062
42.275001525878906,3.7225000858306885,109.08000183105469
42.73749923706055,3.722249984741211,109.44999694824219
41.369998931884766,3.661250114440918,106.02999877929688
40.98500061035156,3.5894999504089355,102.88999938964844
41.51750183105469,3.6735000610351562,103.97000122070312
40.22249984741211,3.46274995803833,103.69000244140625
39.20750045776367,3.377500057220459,101.51000213623047
37.682498931884766,3.2392499446868896,98.2300033569336
36.70750045776367,3.177000045776367,94.12999725341797
39.29249954223633,3.327500104904175,100.55999755859375
39.037498474121094,3.279249906539917,101.18000030517578
39.057498931884766,3.341249942779541,100.38999938964844
39.435001373291016,3.3375000953674316,101.56999969482422
39.47999954223633,3.4054999351501465,101.12000274658203
35.54750061035156,3.1997499465942383,97.4000015258789
37.064998626708984,3.404750108718872,101.93000030517578
36.98249816894531,3.5850000381469727,102.05999755859375
37.6875,3.4957499504089355,102.80000305175781
38.32749938964844,3.564500093460083,104.2699966430664
38.45000076293945,3.6307499408721924,103.5999984741211
38.0724983215332,3.720750093460083,102.80000305175781
37.5,3.760999917984009,102.05000305175781
38.26750183105469,3.7467501163482666,105.01000213623047
38.73500061035156,3.7209999561309814,105.37999725341797
38.96500015258789,3.7929999828338623,106.12000274658203
39.20500183105469,3.9232499599456787,107.70999908447266
38.32500076293945,3.719249963760376,105.68000030517578
38.47999954223633,3.7322499752044678,106.70999908447266
38.17499923706055,3.946000099182129,106.19999694824219
39.439998626708984,4.003749847412109,107.16999816894531
39.07500076293945,3.4502499103546143,105.08000183105469
38.66999816894531,3.2899999618530273,102.94000244140625
41.3125,3.4347500801086426,106.37999725341797
41.61000061035156,3.59375,104.43000030517578
41.630001068115234,3.6182498931884766,102.77999877929688
42.8125,3.7295000553131104,105.73999786376953
43.54499816894531,3.7487499713897705,107.22000122070312
43.560001373291016,3.825000047683716,106.02999877929688
42.73500061035156,3.685499906539917,105.2699966430664
42.602500915527344,3.7042500972747803,105.66999816894531
42.35749816894531,3.661250114440918,105.25
42.72249984741211,3.779249906539917,106.88999938964844
42.54499816894531,3.822000026702881,106.80999755859375
42.70000076293945,3.8632500171661377,106.9000015258789
42.60499954223633,3.933500051498413,108.22000122070312
42.73249816894531,3.9159998893737793,108.16999816894531
43.00749969482422,3.963749885559082,107.1500015258789
42.76499938964844,3.89424991607666,109.41000366210938
43.24250030517578,3.979749917984009,110.97000122070312
43.557498931884766,3.967250108718872,111.58999633789062
43.58250045776367,3.927500009536743,112.36000061035156
43.717498779296875,3.8852500915527344,112.16999816894531
43.287498474121094,3.8564999103546143,112.02999877929688
43.74250030517578,3.911250114440918,112.52999877929688
43.962501525878906,3.9195001125335693,112.26000213623047
43.88249969482422,3.9130001068115234,111.69999694824219
43.630001068115234,3.8012499809265137,111.75
43.125,3.7314999103546143,110.38999938964844
43.227500915527344,3.7660000324249268,110.51000213623047
44.724998474121094,4.028500080108643,112.83000183105469
45.227500915527344,4.063000202178955,113.62000274658203
45.4275016784668,4.2154998779296875,114.5
45.932498931884766,4.138999938964844,114.58999633789062
46.529998779296875,4.245250225067139,115.91000366210938
47.005001068115234,4.223750114440918,117.56999969482422
46.63249969482422,4.392749786376953,117.6500015258789
47.040000915527344,4.360000133514404,117.5199966430664
48.772499084472656,4.598499774932861,120.22000122070312
47.76250076293945,4.4375,117.05000305175781
47.185001373291016,4.3445000648498535,117.66000366210938
46.6974983215332,4.421750068664551,117.91000366210938
47.11750030517578,4.412499904632568,116.7699966430664
47.18000030517578,4.431250095367432,116.93000030517578
47.48749923706055,4.488999843597412,117.94000244140625
47.810001373291016,4.557000160217285,119.0199966430664
48.505001068115234,4.574999809265137,119.19000244140625
48.837501525878906,4.7154998779296875,119.97000122070312
48.92250061035156,4.706500053405762,119.36000061035156
49.25,4.773749828338623,119.88999938964844
50.025001525878906,4.794750213623047,119.93000030517578
49.875,4.731500148773193,119.27999877929688
50.154998779296875,4.802499771118164,120.19000244140625
49.73749923706055,4.78849983215332,120.33000183105469
49.717498779296875,4.750249862670898,120.94999694824219
49.807498931884766,4.617499828338623,121.05000305175781
49.8125,4.705249786376953,120.7699966430664
50.782501220703125,4.682250022888184,121.7699966430664
50.96500015258789,4.65749979019165,123.37000274658203
51.13249969482422,4.711750030517578,123.76000213623047
51.869998931884766,4.766749858856201,125.44000244140625
51.790000915527344,4.779250144958496,125.01000213623047
51.31999969482422,4.672749996185303,129.14999389648438
51.07500076293945,4.452250003814697,129.88999938964844
51.15250015258789,4.483250141143799,129.77000427246094
50.16749954223633,4.525000095367432,130.60000610351562
52.630001068115234,4.511750221252441,127.87999725341797
52.287498474121094,4.579750061035156,126.20999908447266
52.9375,4.575250148773193,128.89999389648438
52.119998931884766,4.496250152587891,128.14999389648438
50.71500015258789,4.327750205993652,125.5199966430664
50.724998474121094,4.3480000495910645,125.51000213623047
50.18000030517578,4.254749774932861,125.5
49.29499816894531,4.2204999923706055,127.12999725341797
46.43000030517578,3.961250066757202,123.3499984741211
47.165000915527344,4.051000118255615,124.7300033569336
47.72999954223633,3.989500045776367,126.0199966430664
47.52000045776367,4.004749774932861,128.92999267578125
47.25,3.913249969482422,128.07000732421875
45.772499084472656,3.793750047683716,126.22000122070312
46.650001525878906,3.876499891281128,126.9000015258789
45.69499969482422,3.805000066757202,127.66999816894531
44.915000915527344,3.683000087738037,126.18000030517578
44.74250030517578,3.6287500858306885,126.23999786376953
44.557498931884766,3.583250045776367,126.16000366210938
44.345001220703125,3.508500099182129,124.94000244140625
44.57500076293945,3.477750062942505,125.7300033569336
43.76750183105469,3.3864998817443848,123.68000030517578
